TV_Budget,Radio_Budget,Social_Budget,Region,Sales
271.8031856440816,36.64595906451042,215.17065220984063,North,299.10597518614907
168.05373129048732,39.747350156598266,157.61333236930375,West,207.7968393453034
79.89856148457542,38.04753244442332,73.18328698647396,East,203.08678005808537
228.31119680574875,103.3137168244179,203.49172373084852,East,288.8778737301161
240.19626215422437,43.64441097188883,176.1663967137562,North,269.69654425696837
190.31929939237406,64.93674683210222,158.38258259129375,South,218.85177185805384
242.74179498864024,136.58249328778152,237.87923340720096,North,251.22873339171235
173.4488990910977,81.6150132341734,180.16731461603297,North,240.47084126533932
,106.78250600773353,174.69338515535404,North,252.69529910403458
156.8852545896374,42.40158325621188,133.2583493572411,South,197.3570954203521
56.3547816860238,44.997572445127204,61.78290444205274,West,152.23137695231972
76.97285674832611,25.312920114642253,78.42139251563025,North,161.226971195489
57.857296421683564,209.80779099690693,86.7502108536054,South,108.08607457314204
209.1026028159451,56.21674407415462,169.17150627903567,West,247.37701405900094
128.58899526908166,43.011362955977084,106.62358374116347,North,206.3638585481532
177.1426727911757,31.53132938841723,150.20714441872232,East,222.31776681818255
276.89161848152327,178.41331621539052,218.48437945486845,West,297.9245868496678
112.32305728721875,79.90123984425435,137.0438332805406,North,166.0713240575921
152.59573075890745,46.82338339275303,136.06798508087138,West,220.90645234528048
,67.3550819362498,197.30606930528782,West,276.3209161939649
107.19954137290561,85.44424521113139,123.66834987352271,West,167.43225944837673
69.24497745719825,109.75132772181749,114.43418388677658,West,187.90563382180613
122.43786322844201,25.110578179342863,106.46661516155449,West,178.1712673522748
90.30532181350111,123.92335185817555,130.24814150961151,West,176.21784815111556
282.42441308564327,101.62705063381802,259.17736137275085,North,307.60071134257396
252.03009489110423,30.628674153353348,203.42835940490636,East,307.35656651933886
208.35093912760587,133.56522113388104,226.4498578666399,South,236.22301878424506
267.8651475469294,139.7134120691357,263.84940819331484,West,309.3614577673408
250.91801922477862,27.940134781132286,187.94150004474264,South,267.96040331017264
96.64251472150896,55.99409425913648,97.11394429895773,North,185.08603530410372
273.13974962249443,124.80616637309797,265.6659975873786,West,310.46707342160767
184.83556047891267,117.27375974987558,179.8524155003043,East,261.5746756217821
251.86003879101563,43.987732516329054,201.98262650060445,South,251.87397217785949
274.02282498087334,47.21541203377234,211.4902953802239,West,297.3769827644812
129.50086874296596,68.16137336287966,125.01874303086417,North,182.9632732172797
77.51298113191919,82.98798807483277,108.5375994558328,East,141.37900418439952
,100.37312029893847,126.98620427450805,South,186.85012480553328
156.77694715656406,67.95877314407042,144.18761506319154,South,220.530689272127
254.50369148062327,80.12951309730923,204.61877917529168,West,256.2740647455055
265.18264581408584,117.17122195738835,251.67599870882646,East,301.8163229260709
51.738032632797676,24.768816375777725,55.05587284225799,East,167.09721036559785
177.68682564439143,52.816802764722695,172.42172656648995,East,274.37258807730746
154.35275078719474,112.73544616499181,161.3368662840022,East,245.34736683758396
105.52695261768255,136.3768888993359,144.24881455868513,North,185.5648217337728
79.9663418334207,86.5180674750366,101.72930985802034,East,186.83918512107084
134.403792850907,89.17475308449103,154.44456433551517,South,214.00969362619261
285.72742597812976,33.93236147417089,216.02242359790674,South,275.8677018183057
130.80073300518882,78.16360768704911,133.43253220486008,North,189.41528216954
179.6976554358415,89.240244639153,176.48744622183094,South,217.99155566332243
225.75473972379447,51.52116547251485,185.65499177447714,South,234.62921394201393
140.9074005948235,55.00162002341953,121.67165428258093,East,226.7321303662904
292.9455206802402,69.04694120360094,241.52623500695165,South,321.1354287809255
290.6118237355278,22.609255711104428,225.4692219690194,North,299.02458040469014
112.94557395634104,61.87029152581318,99.7318945382347,East,205.18586518327555
174.31212647309636,47.488240909550804,147.0923057274116,West,224.90054327212684
125.21957745419242,62.574655783128904,111.9398239601074,East,193.11223177582127
121.2101235943669,35.569077136502656,114.58209137355658,North,197.96905039894037
59.2217368386332,135.76854649618633,94.10761998729866,East,188.1188714671107
202.39108349497423,97.16701896202633,184.6680494547792,East,271.4221638897721
175.66975580721538,108.28330148878365,180.88259856008779,North,284.7408888980628
62.86968781249734,122.59226101895398,120.96015227056853,East,187.36269172705568
,84.79748586077744,125.50437156106584,North,184.7907985419146
277.06647149166344,31.29963745136508,204.04435350291496,North,283.83883378507414
109.89047266674311,449.119252182056,140.64682677933166,West,208.95685354640287
86.22371802280577,96.28934534271428,94.02113628315874,South,170.7606069224936
172.36319006939075,116.9071316439629,157.11973930435414,South,209.96457401307018
,76.11574100985831,249.94684447481757,East,343.7638782487422
110.51381787787511,36.58543936342329,90.6318499526981,East,191.23815483770258
218.03388685146965,56.89086775383418,170.85682650163872,West,290.42247115026146
240.4049038321794,67.20069853182255,208.96734642143036,West,291.891384326724
109.4093859980999,103.96924137310816,131.009198022936,West,190.80661317094388
232.05408715296488,94.20117960695855,203.8976645031874,North,292.3393361298486
141.9457831798133,66.29257436672,119.70529142252035,West,215.52117322727364
208.07645764839486,148.24698234308735,228.5015848082215,West,283.02654898683113
208.38242769022366,98.75072651639533,201.74507442094082,East,283.2531374823265
183.94367101868963,50.83948292567928,153.18855253812856,West,224.07372136016667
72.57244251360208,33.231721440652485,85.88294044032435,North,141.19763487025062
258.82562389730947,39.871688093963165,190.41293311183665,North,296.38883118738664
130.19501624293395,51.97450468998606,101.86851200579939,East,214.353032018585
,40.88857852374224,81.16594788303316,West,172.28235911185692
60.19378538869098,44.25371312666975,63.806646171863584,West,139.3429743243407
197.72323579706045,57.06237193020012,169.3708455162693,North,247.7771170973565
219.3910904605706,42.53856738831813,172.4306864379952,West,289.72617908600006
54.14695723196404,136.57950520143527,109.71317662823543,West,151.3357883065406
178.02326457482025,30.430386936013488,127.31608442847646,West,231.44780270505632
106.6239437994845,88.18648064413311,133.1676470224383,South,196.30487815957133
211.29319760236245,73.351587508656,183.759520292056,East,273.09350940738983
,147.70922019811883,150.5416934908142,South,185.86329010601713
222.73443452561648,34.565057281846805,176.62388627263198,East,257.2963846283177
146.68383657513436,71.72122787594641,143.1068317321051,North,216.66667773458514
284.1824971841836,146.03115632579795,277.6409989941495,West,317.81998087118814
,132.51592636621743,129.80121400883067,East,216.0846738724957
135.26658776256463,126.21936922340639,164.22352364417387,South,221.04516702171009
78.36838031014727,53.52736751584218,94.9130752763485,West,203.61375407788
281.1734045696407,42.21538636070856,219.89428807611745,North,302.31897954690527
269.33483834524526,106.92361859017603,249.08623371264483,East,322.61465425945255
114.4854069287889,140.81887858658615,149.65186720057304,East,226.81938020255242
214.99601150854477,461.8958804590544,211.08796825638152,East,272.1954739909424
254.30555005030396,94.30964963108698,218.40478683016354,West,298.13363521546194
188.80020289986558,56.39728217583694,178.36818744693252,South,217.85468833117156
182.41264458900162,120.03408131495179,187.3043123633336,South,237.00639223706432
110.46307272511292,44.31568731247803,85.17424354263758,East,224.39427869942566
73.2756919514748,62.078300732551675,83.61317888141609,North,145.4232695254675
,75.30673702013418,222.85560957715046,North,314.56222919821124
275.10451429083264,85.98934922897915,243.97427010795965,South,306.8422881898658
208.27536431831697,51.51326521396043,165.02314783677818,North,247.29861354661992
134.75744776217516,34.92878721609646,107.33277270942303,South,154.99021634755553
,99.38060551741223,126.90657100646645,East,225.15745257004608
231.48891971755984,57.52197192123325,186.28016657041775,South,274.646612234751
274.27756498814426,95.56096878493959,215.53598661788118,South,294.64012436793786
271.77160606627933,40.0671529856463,194.43467250436143,East,295.56096276342146
244.96888646440595,82.54821324112626,220.3564737070903,North,269.09665458402134
210.50791153857193,89.23662623170617,199.83185277936175,South,257.8202469420653
71.03499124876221,26.7370597869155,67.34759938544094,South,149.58059458101695
90.40717852365344,63.758556165209676,85.49454161787011,East,190.77041985736625
274.63854713176977,37.47390800206665,210.50682343185235,North,283.34927924244505
201.60726491489748,28.238746161459808,155.20843313025244,South,222.83937691864818
52.29926290415741,148.69483021069288,99.3732522463312,East,172.73705616979004
75.36788571650803,61.90599984671399,98.74450294258412,South,173.34784328074542
215.87544227701395,125.28367796110253,222.52827148021774,West,265.94499587572835
51.265395961554674,53.1032851192893,60.22777799443628,East,183.15512451852572
90.20201285437466,108.59535388911081,117.70794433256296,North,204.01836836255714
187.18344734164654,118.82962178565926,192.52705211145772,North,261.86489745894283
222.97379942317332,97.43303627901976,184.38082905148826,North,264.2584799211762
212.99031487565014,81.30490451152059,187.27389884350941,North,263.38489484032357
106.06732736513995,73.53931883914491,104.19694609519243,South,175.71333422895322
228.04480533688397,65.3528746505894,182.29160096216432,South,242.02785856129924
109.31227187420001,140.83878875221734,144.12698175918914,North,205.74144699901137
131.34992453981693,127.98052301240479,173.91207395256947,North,191.00608487766405
236.62285127950602,145.45349838664663,244.77117370164763,North,301.79528662619276
212.40822476180367,36.158639053120815,161.05328696199498,South,231.59425467350428
262.3058526235445,115.01277177647376,246.84631053827962,North,297.9966463622144
214.40322307508583,141.98425938673492,235.06794021178752,North,271.3535863069237
192.0771508338679,43.56029860153582,165.48049171360313,West,234.75013729927326
73.41869195702311,28.644514757681073,66.31164544795845,West,167.86638592546024
141.92895076485837,116.34568440770768,151.05373996219896,North,211.11256309242137
116.30059192043136,94.68150471338855,135.7333998371321,East,227.36770444479387
110.9974108447709,129.43774097857536,146.3519119348448,North,178.16917337871914
293.2526386881114,38.170408961417635,233.31398376266412,West,306.2861305795778
148.2744311666901,123.38475054178572,171.8361951043956,East,270.35166606088296
273.0116387942783,46.21155160620679,224.70945011229156,East,292.32591662574276
207.78465649931573,41.27527257254158,160.7345437201861,North,236.29722366930508
248.7028258854121,41.354553731029085,207.94319564164627,West,282.4886054441929
175.65927327629802,125.89471363007968,187.88484415537246,West,248.41259060808179
194.22597115658976,106.47563869050602,209.94860788111848,East,270.59319844530336
173.12942345471598,87.99850521998552,158.29797084739826,North,240.58130311250372
98.81074694951113,66.64796293605532,119.85114236433795,South,174.59357999598444
230.61302881537634,134.03607030570407,230.42626315824197,South,285.2614891417073
120.19309061021394,71.01786396494259,113.12991537347656,West,205.98112845688632
56.07899160786346,126.15792713130502,97.49539935061371,South,149.59262673628137
211.36807397679195,77.08753811412839,183.29794775887535,West,270.649736581938
94.27766985176223,69.00277582523799,104.73741627287171,West,208.67371439783508
285.1146460882286,80.14837213704884,244.88279321063942,West,306.17016367383104
288.48214425064685,59.17912364133847,225.79006275673626,South,278.7635003715121
278.7160975551121,117.18921942291264,253.45233207742496,West,329.0453874947831
142.5396750638611,85.35365071202229,163.87730148683255,East,225.0566575080251
53.864154132216854,50.18765036908625,80.07416477810204,North,109.54274227066838
282.07964064693135,136.9446945256939,270.2913324124392,North,325.40017955002173
157.04603707932858,69.90585877851748,145.26519012647077,West,214.52562648241513
291.6637047609174,90.66187194481851,250.69584257223408,North,309.03235764317026
290.9049942723132,137.8413744253911,278.6893629306189,South,313.3182401178793
263.25236386684,101.15093946881898,224.62419878921344,South,288.879828372961
123.61222301739642,35.19674529208733,101.5531633839877,North,199.77994658183144
146.27443215048132,142.17817606975177,156.79534980143694,South,211.78163302247552
262.78416787921424,101.60204689928432,238.74217219114487,North,300.656100907569
129.23050128906942,63.537729905421195,128.7021752520866,North,192.81208478870582
92.37318667152311,38.105369446240346,78.8820507701926,North,180.6359072303646
189.20031561458754,123.22327460513847,209.7917258656808,West,260.5994019602712
284.03869354019525,100.60945827070675,236.87415798346663,North,296.00738018600595
224.00744916874325,89.3499419569218,186.83643659448296,West,289.93338634580005
192.51529252234124,136.2060357966245,205.1082408495508,North,245.81294491023948
74.29412344269213,122.517637459189,123.73568816560054,North,183.56431933300746
203.75180667479245,39.717734365257655,179.3244087695622,North,244.56119359651888
297.51346252606584,60.52386881342127,233.9325155462673,South,326.95418270755243
85.021003809131,52.30358817588055,96.45330508864492,West,166.0652287467622
179.58241309093418,116.71301803444801,183.67911348587086,West,241.7042612441346
269.3432679819889,24.35921651565132,198.99362284580968,North,282.69236068280867
235.1921544385511,94.08565903327114,220.51393699848808,North,267.72893711861053
224.253935248817,119.11962914628977,223.06079803145096,South,272.52600586578103
225.6210209967773,133.9795327790274,209.16055951741532,South,244.61390560109822
139.8727878049388,64.47062733306797,144.9116686272501,South,176.45184843122613
123.39796106612334,126.76344960736166,163.5612110914417,West,193.01811769313093
252.3402888696284,34.38212580417694,187.57363809573306,West,293.92675509741287
252.52834866979518,130.03879792548736,245.7472783659744,West,322.54406322901633
266.7680796450259,36.57352610315772,209.96472066592437,North,280.8268391357211
278.31013813911784,71.64734777284775,233.24750824204543,West,299.96048734688935
177.83559971523445,123.64839755134197,180.8060670378809,East,264.2525680767117
175.37907367179992,39.489265555340594,135.79375066854973,East,262.419463009455
249.5737947416938,49.80268138024339,199.3474562993929,South,250.82005193469087
212.4909826944413,113.89283389109862,217.41739502425185,West,269.252692059054
225.49171931442584,113.60474975098967,220.0825799415372,East,305.0862488352666
248.94816735902526,103.34919227508865,222.23216996800093,South,283.23327012524425
272.50133545439155,110.213297780723,253.57457081491904,West,308.1938677837275
134.49878921288393,90.5541776351875,110.94081506031173,North,227.5928130373082
143.89573815998602,52.73387765790386,138.5816125446632,East,182.67194692143877
73.49548496021725,64.94047915550954,66.51994126212585,North,175.1426732553651
194.57003524904349,43.60770318418534,154.37846685239174,West,233.05151053710068
58.98556844918552,138.0985729733717,99.14248545485428,East,161.33003610754218
166.39950453311502,95.84093331959566,151.45330507576926,West,244.24926160009156
185.66115867689416,72.11068417927319,177.6264210372477,North,255.24172616529208
121.6353130320711,80.06075447373725,120.49808434619948,East,215.16513217912276
197.7083151422527,143.146834149536,213.43427649165204,North,272.71696526837667
57.62506248476236,39.935682405090425,59.836179153087016,West,175.2976927485493
59.337047187303604,96.20987816218364,94.41128038443554,West,182.17406192537157
255.65014016491457,85.76552825498058,222.60608115353304,North,310.32802231829015
140.04766035281574,99.48905060650422,134.94796530833742,East,246.02716276861477
81.7651281629712,22.354323896709268,78.37541985690586,North,157.57482031153245
180.5608150137011,133.37610816273968,188.1430587593475,West,227.8033855294558
242.4983882746527,141.1753767228696,224.77074116709417,North,287.70623808121496
103.95525687421079,93.46731386659717,115.22118513558702,West,180.5114637024875
205.72261895475006,110.564607103996,214.29573472666613,North,287.45247111213286
71.33686624844199,139.92491955304843,128.40048357156854,East,190.72858496386934
62.92043029215192,111.94102246074182,96.52829109079866,East,186.46106485555163
182.838657892037,39.83007557885398,144.4095212706686,North,237.61032537375905
185.15878040252662,94.91748682168571,173.85353918043765,North,242.48559922802627
209.35747537455163,98.87295602977126,216.7541906126802,East,299.222794592498
231.5228334306654,75.13698726931018,203.45383155843638,West,262.7288561876213
293.96301986563367,115.73775063121397,267.9434056934612,East,339.2221717717375
179.07508707529882,141.46771191997192,206.38925145301357,West,238.28547416015718
130.73911823531148,140.32390667788093,164.06722769392363,North,194.07468338451815
248.79654869217592,78.60911828253717,210.8717217675847,North,271.2690937214057
117.70806281551856,34.720945959298184,97.7926184596623,West,189.46865839254568
159.74285517640902,148.0293558651035,185.11866396189743,North,228.73982474051985
69.61409533556649,129.05675123797144,112.88601998878384,West,166.44478294398002
56.33768585386438,36.206148556424694,64.81574981228721,South,111.87408133248397
290.66210366948127,139.7094447402584,273.83765379683905,East,338.4284020088643
258.99503012805144,133.0865270680767,255.16618539583013,South,263.51793953323306
223.9935515234245,87.44894742638938,199.712793978506,West,281.8878061062993
152.2382361035675,96.8658066468408,155.78602049907852,East,240.92972307110807
93.32358001771144,71.87035150311694,81.27967491863538,West,163.1007619894032
89.10926066777151,27.119013046864072,85.0992657378969,East,177.7651231449491
112.56072454114883,63.57564141396712,114.04521264476766,East,195.02988344429693
187.30666617653011,124.3709483177415,203.28024158103833,East,271.28818677662656
228.6489806750156,103.01081495299186,141.3928141858732,East,300.9280272903645
215.0493441794328,63.354892319848744,203.0957341333346,West,227.29920916814777
119.9834742364857,71.76193016682262,118.47350076739956,East,215.54604947296667
288.7163201657985,89.86142838192997,258.11396647439904,East,323.90669941883834
234.47422917394212,139.58123013365886,223.5235162173336,South,284.8191502825416
188.58851312785018,65.02497926757496,170.6521878739083,North,239.4458161313363
202.93018655858805,65.1039162465096,164.06893308252987,North,237.78199752823502
154.90001560694748,115.8751622542673,160.12990244503882,South,211.87077163783115
111.93274737528937,78.78833231567492,136.88740285920787,South,163.86482917104007
,49.19862698219765,119.98770824743612,West,223.09668925440337
239.46152761609227,78.81713709725014,209.2059666116869,West,278.6928446297906
53.598372157438966,38.31141264937398,65.3752441417818,West,174.81493297870213
79.01816012672906,42.93030824580903,81.73468509134089,South,148.83677134963844
61.50066050543819,84.78781045613236,86.94855663330867,South,136.62105871087158
60.182200579742535,74.46030843559123,83.00730464827764,East,151.17667617562344
263.86514600275177,138.929967138853,278.20474162373546,West,275.08306347527105
225.9144648450059,67.1112068851623,191.1195408637494,West,243.8789866237212
168.5434572718313,95.47648553614565,167.7296533255044,West,238.9386805783801
74.45854016275037,102.19435742953895,113.72470078877085,North,175.11107454975678
172.90396877920807,21.702279356483373,142.93917715326717,East,212.52816286917607
168.36794269514144,106.25985836217238,182.857792123289,West,248.4263279512488
93.30046747750379,43.14467569306768,93.26996730107834,West,166.68386745445608
,144.93914127102917,171.96356012485504,West,243.06125538371555
149.62618359934336,39.326154607904684,140.73572114650366,North,227.53495845637673
203.96252451305412,73.90113608451308,168.26088127120752,North,265.14077391953873
208.77341271691094,31.0954568502237,164.7154719793398,South,229.37631311414043
61.32600244301113,149.59365273997315,110.18226957990078,East,178.53456047919136
143.6531536566178,85.28535134306154,142.5584997652333,South,169.71919735522647
206.4649789285591,97.40005225160569,196.513135478829,East,264.3020719339269
175.78406464502194,28.719942060495573,140.62238843626588,North,217.95180306449765
264.1224602970806,117.49486115189312,247.85236032625582,West,287.16826161071344
214.67340790473625,236.43863551213073,190.05236177511492,South,235.94571759310932
90.73360677035743,136.7470576272928,136.4223965680364,West,192.47930163524802
67.64218685010746,46.66815326266094,68.24204107349921,South,141.09294751706324
210.6048195515789,44.78940368627666,179.45894721212716,North,236.27884859236883
56.62782763540545,24.751456820252336,63.909912644156385,North,142.4755367050697
196.44389531836583,81.3687028642999,165.9190000036361,North,255.01103685679655
,93.42934732414014,252.2289666099362,South,279.2730729986036
193.86854446896973,28.54212312568581,156.99077011423068,East,273.4233041862295
147.0424815516305,120.81859017035137,160.36339713771707,South,210.32806088060246
210.82205461058828,78.9275485172436,200.7962806191498,East,272.45939646398654
164.56322262287915,88.17073501258541,157.77906747198284,South,227.16920145653071
186.40419732898374,77.29915710196966,170.38828121598885,South,231.7336907195327
285.3662021941313,72.09919791379238,234.07522224994938,North,317.4047261881516
146.52565945019356,92.75324307006832,149.10037362598433,West,224.53328823400585
290.2976409559785,40.18123197099263,212.33621378572923,West,297.63867897932823
276.33766048901595,43.65065696438525,200.86118199856082,East,319.41564195890766
98.94778369732411,132.03213073175726,151.2245645862552,West,176.3670601503255
67.34032521879136,142.99501007737226,110.1661192086568,South,166.36593494316125
75.19450034435667,68.53021111636788,76.98733230467053,South,154.81874728979466
54.55545641288743,55.19680750866199,44.25332210731506,North,148.23099010235742
73.6107401889821,103.71994062107206,96.99787096592847,North,168.67693747273765
,73.13544224275253,177.86300853516374,West,239.74164996659982
67.79716211505725,23.300226235844832,75.52827819982618,East,157.8912683067196
129.7439075734403,40.29983765760475,121.06882502363692,West,198.06398586842303
261.2188277423636,113.07638975016168,232.50987084295812,West,303.79385083030877
55.81798393395647,105.66011244831968,114.42700303137244,West,143.05189316149722
253.61712064723395,23.522479025452853,199.11087883570613,West,294.11388207125225
120.46369369334998,48.85638105128343,105.50446227590047,South,166.9343540916674
79.54120690541407,50.03972355644928,55.704649463278756,East,202.04581070651136
224.18429134103766,107.34605666783469,233.51145799855115,South,261.2568739015456
207.235711694971,22.56236990806734,142.45045847287741,East,254.37377898616452
269.36800338176323,33.5341156579946,188.87067272666263,North,314.41016624661916
233.76776095097145,123.98909109851462,235.85768253503372,West,264.1348471069776
250.87023259621213,43.21080606706337,221.61208991427287,South,273.12432251838425
120.50864314282663,104.85699402074371,150.62727539545568,East,232.74729241203798
94.35988594493071,50.96376153607444,97.1728921300123,North,161.28315565461477
237.6536879102146,32.92738105871487,188.76881548316047,North,283.1343810501189
251.708684816816,51.61238482992903,210.5364273745388,West,275.9926801085395
297.62628550016836,113.89470114123569,272.8750363186033,East,342.0248359179826
153.15441922785664,131.24054085381715,175.64027812610198,South,220.6724695947784
143.0045214481958,127.92858239370891,165.10946725011027,West,222.74566730458906
244.1032401854992,71.63385885039912,206.06326627605378,South,277.7222206457051
135.20088506325447,106.851067754184,140.52650753270336,North,224.01305767860129
282.6893314008912,46.64795840405672,218.39976041398447,South,260.23792096056036
264.60318796075296,58.10920493393172,197.34726589753905,South,299.2109623124464
157.24850684375457,136.52365640774556,177.35238672655345,West,211.3480452314815
237.71776694787434,21.690250056395683,167.3616508202007,South,268.69715147630285
238.6357185211706,31.11610901108085,171.56716429820213,West,287.8305517130341
75.78096720898316,47.025213168983555,78.35822514231477,North,142.69619623619064
275.63822666989165,23.449186503596565,218.5913747841684,West,282.6648480108399
176.3130931119643,43.58660656167365,154.39563451923496,West,211.66175952693752
256.61436652693544,95.79540292605998,211.82275199565302,East,308.4417482459047
130.01240025765293,74.78519157702473,118.50499460316604,South,188.1239644958104
273.8808071240501,136.04732244000672,269.1479380867206,North,317.78416279793805
147.30041968354078,126.26766302599732,156.4192513560941,West,249.09141557520712
,64.43625572072388,66.8683853694439,North,169.0599871002374
276.3454941048159,53.72504634606802,225.80489003665065,East,303.6004107816685
72.82166919653339,69.3600130617447,75.97173041980938,South,150.73266508562034
129.8284093976037,96.73834252692501,140.3028129032447,West,184.5720948121973
287.51549176270123,54.848273306973915,215.34472593819575,South,281.30987921717116
287.651786734389,101.13935802038742,245.9122532847539,East,345.75356063313853
193.35947203082154,73.22351478486127,175.16120715543107,East,285.8561329822529
207.95930304244982,91.76613351075743,175.5246415497769,North,240.2771210990329
